Unnamed: 0,wals_code,name,latitude,longitude,genus,family,countrycodes,Distance_Contrasts_in_Demonstratives,Order_of_Object_and_Verb,Presence_of_Uncommon_Consonants,Numeral_Bases,Nonperiphrastic_Causative_Constructions,SOVNeg_Order,Obligatory_Possessive_Inflection,Order_of_Relative_Clause_and_Noun,Tea,Productivity_of_the_Antipassive_Construction,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Distributive_Numerals,'When'_Clauses,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Epistemic_Possibility,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Gender_Distinctions_in_Independent_Personal_Pronouns,Postverbal_Negative_Morphemes,"Order_of_Object,_Oblique,_and_Verb",SONegV_Order,Glottalized_Consonants,Conjunctions_and_Universal_Quantifiers,Order_of_Adjective_and_Noun,Absence_of_Common_Consonants,Definite_Articles,The_Perfect,Obligatory_Double_Negation,Minor_morphological_means_of_signaling_negation,Prenominal_relative_clauses,Utterance_Complement_Clauses,Number_of_Cases,Order_of_Degree_Word_and_Adjective,Rhythm_Types,Comitatives_and_Instrumentals,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Zero_Copula_for_Predicate_Nominals,Para-Linguistic_Usages_of_Clicks,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",M-T_Pronouns,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Vowel_Quality_Inventories,Indefinite_Articles,Possessive_Classification,Antipassive_Constructions,Suppletion_According_to_Tense_and_Aspect,Number_of_Genders,Suppletion_in_Imperatives_and_Hortatives,Fixed_Stress_Locations,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Tone,Vowel_Nasalization,SVONeg_Order,'Want'_Complement_Subjects,Verbal_Person_Marking,Preverbal_Negative_Morphemes,Politeness_Distinctions_in_Pronouns,Red_and_Yellow,Negative_Indefinite_Pronouns_and_Predicate_Negation,Syncretism_in_Verbal_Person/Number_Marking,Action_Nominal_Constructions,Consonant_Inventories,Consonant-Vowel_Ratio,Sex-based_and_Non-sex-based_Gender_Systems,Obligatory_Double_Negation_in_SOV_languages,Exponence_of_Tense-Aspect-Mood_Inflection,Obligatory_Double_Negation_in_SVO_languages,The_Morphological_Imperative,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Situational_Possibility,Voicing_and_Gaps_in_Plosive_Systems,Order_of_Person_Markers_on_the_Verb,Number_of_Non-Derived_Basic_Colour_Categories,Order_of_Adposition_and_Noun_Phrase,Voicing_in_Plosives_and_Fricatives,Third_Person_Pronouns_and_Demonstratives,Applicative_Constructions,Case_Syncretism,Symmetric_and_Asymmetric_Standard_Negation,The_Velar_Nasal,Order_of_Numeral_and_Noun,Double_negation_in_verb-initial_languages,Number_of_Basic_Colour_Categories,Person_Marking_on_Adpositions,Order_of_Genitive_and_Noun,N-M_Pronouns,Locus_of_Marking_in_Possessive_Noun_Phrases,Reason_Clauses,Ditransitive_Constructions:_The_Verb_'Give',Systems_of_Gender_Assignment,Order_of_Subject_and_Verb,Green_and_Blue,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,SVNegO_Order,Overlap_between_Situational_and_Epistemic_Modal_Marking,Exponence_of_Selected_Inflectional_Formatives,Nominal_and_Verbal_Conjunction,Lateral_Consonants,Coding_of_Evidentiality,Number_of_Possessive_Nouns,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Order_of_Negative_Morpheme_and_Verb,SNegVO_Order,Position_of_Pronominal_Possessive_Affixes,Nasal_Vowels_in_West_Africa,Order_of_Adverbial_Subordinator_and_Clause,Order_of_Demonstrative_and_Noun,The_Past_Tense,Comparative_Constructions,Verb-Initial_with_Clause-Final_Negative,Reciprocal_Constructions,Periphrastic_Causative_Constructions,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Semantic_Distinctions_of_Evidentiality,Noun_Phrase_Conjunction,The_Associative_Plural,Optional_Double_Negation,Position_of_Tense-Aspect_Affixes,Hand_and_Arm,Verbal_Number_and_Suppletion,Relativization_on_Obliques,Other_Roles_of_Applied_Objects,Predicative_Adjectives,M_in_Second_Person_Singular,Position_of_Case_Affixes,Negative_Morphemes,The_Position_of_Negative_Morphemes_in_SVO_Languages,The_Future_Tense,Imperative-Hortative_Systems,Languages_with_different_word_order_in_negative_clauses,Plurality_in_Independent_Personal_Pronouns,Finger_and_Hand,Indefinite_Pronouns,NegSOV_Order,Fusion_of_Selected_Inflectional_Formatives,Syllable_Structure,Zero_Marking_of_A_and_P_Arguments,Alignment_of_Verbal_Person_Marking,Verb-Initial_with_Preverbal_Negative,Ordinal_Numerals,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,SNegOV_Order,Polar_Questions,Asymmetrical_Case-Marking,Nominal_and_Locational_Predication,Intensifiers_and_Reflexive_Pronouns,Relativization_on_Subjects,Numeral_Classifiers,Subtypes_of_Asymmetric_Standard_Negation,Predicative_Possession,Uvular_Consonants,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Passive_Constructions,Reduplication,Locus_of_Marking_in_the_Clause,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Coding_of_Nominal_Plurality,Adjectives_without_Nouns,Position_of_Polar_Question_Particles,The_Position_of_Negative_Morphemes_in_SOV_Languages,Occurrence_of_Nominal_Plurality,Perfective/Imperfective_Aspect,"Order_of_Subject,_Object_and_Verb",Multiple_Negative_Constructions_in_SOV_Languages,Position_of_Interrogative_Phrases_in_Content_Questions,The_Prohibitive,The_Optative,Purpose_Clauses,NegSVO_Order,Postnominal_relative_clauses,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,Multiple_Negative_Constructions_in_SVO_Languages,Optional_Double_Negation_in_SOV_languages,Internally-headed_relative_clauses,Weight-Sensitive_Stress,Alignment_of_Case_Marking_of_Pronouns,Locus_of_Marking:_Whole-language_Typology,"Genitives,_Adjectives_and_Relative_Clauses",Pronominal_and_Adnominal_Demonstratives,M_in_First_Person_Singular,Inflectional_Synthesis_of_the_Verb,Expression_of_Pronominal_Subjects,Optional_Double_Negation_in_SVO_languages,Front_Rounded_Vowels,Third_Person_Zero_of_Verbal_Person_Marking,Inclusive/Exclusive_Forms_in_Pama-Nyungan
0,acl,Acholi,3.0,Acholi,Nilotic,Eastern Sudanic,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,nan,nan,nan,nan,nan,4 Equal prefixing and suffixing,nan,4 None,nan,nan,nan,nan,2 Noun-Adjective,nan,1 Definite word distinct from demonstrative,nan,nan,4 None,nan,nan,nan,nan,nan,2 Differentiation,4 VO and NRel,2 Possible,nan,4 SVONeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 No second-person imperatives,4 VO and NAdj,nan,nan,nan,nan,2 Prepositions,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,nan,2 Noun-Genitive,nan,nan,nan,nan,nan,1 SV,nan,4 VO and Prepositions,nan,nan,nan,nan,nan,nan,nan,nan,6 Type 1 / Type 2,nan,2 Possessive suffixes,nan,1 Initial subordinator word,nan,nan,nan,nan,nan,nan,nan,nan,2 'And' identical to 'with',nan,nan,5 No tense-aspect inflection,nan,nan,nan,nan,1 Verbal encoding,nan,9 No case affixes or adpositional clitics,nan,13 More than one construction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Different,nan,nan,nan,nan,4 Conjunctional,nan,nan,nan,nan,nan,nan,6 Mixed morphological plural,nan,nan,nan,nan,nan,2 SVO,nan,2 Not initial interrogative phrase,4 Special imperative + special negative,nan,nan,nan,1 Noun-Relative clause (NRel) dominant,nan,24 SVO & NegV/VNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Subject affixes on verb,nan,nan,nan,nan
1,agt,Anguthimri,-12.333333333299999,Anguthimri,Northern Pama-Nyungan,Pama-Nyungan,US,nan,1 OV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Strongly suffixing,nan,nan,6 No dominant order,nan,nan,nan,2 Noun-Adjective,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Trochaic,2 Differentiation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Initial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 OV and NAdj,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,1 No grammatical evidentials,nan,2 Long vowel,nan,nan,nan,nan,nan,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,1 No grammatical evidentials,nan,nan,nan,2 Tense-aspect suffixes,1 Identical,nan,nan,nan,nan,nan,1 Case suffixes,nan,nan,nan,nan,nan,nan,nan,1 Interrogative-based,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,nan,nan,nan,nan,1 SOV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8 Fixed stress (no weight-sensitivity),nan,nan,nan,nan,nan,nan,1 Obligatory pronouns in subject position,nan,nan,nan,2 Inclusive and exclusive differentiated
2,agu,Aguacatec,15.416666666700001,Aguacatec,Mayan,Mayan,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 No rhythmic stress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 Second,nan,nan,nan,nan,nan,nan,nan,nan,1 Red vs. yellow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 5,nan,nan,nan,nan,nan,nan,3 No velar nasal,nan,nan,4 7-7.5,nan,nan,nan,nan,nan,nan,nan,nan,2 Green/blue,nan,nan,nan,nan,nan,nan,nan,nan,1 No weight,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Normal imperative + special negative,nan,nan,nan,nan,nan,nan,nan,nan,5 Unbounded: Stress can be anywhere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,ame,Amele,-5.25,Amele,Madang,Trans-New Guinea,US,2 Two-way contrast,2 VO,1 None,nan,2 Morphological but no compound,4 Suffix&OptDoubleNeg,2 Absent,1 Noun-Relative clause,nan,4 no antipassive,nan,2 Marked by reduplication,1 Balanced,1 Neutral,3 Other,2 Strongly suffixing,6 No gender distinctions,2 [V-Neg],3 XOV,8 No SONegV,1 No glottalized consonants,1 Formally different,2 Noun-Adjective,1 All present,"4 No definite, but indefinite article",4 No perfect,nan,4 None,nan,1 Balanced,1 No morphological case-marking,1 Degree word-Adjective,1 Trochaic,2 Differentiation,2 OV and NRel,1 Impossible,2 Affective meanings,19 OptDoubleNeg,1 No M-T pronouns,nan,2 Average (5-6),1 Indefinite word distinct from 'one',4 More than five classes,3 No antipassive,4 None,1 None,5 None (= no suppletive imperatives reported in the reference material),1 No fixed stress,nan,1 No tones,2 Contrast absent,nan,2 Subject is expressed overtly,5 Both the A and P arguments,1 NegV,1 No politeness distinction,nan,nan,3 Not syncretic,2 Possessive-Accusative,2 Moderately small,3 Average,1 No gender,nan,1 monoexponential TAM,nan,1 Second singular and second plural,2 OV and NAdj,3 Other kinds of markers,2 None missing in /p t k b d g/,3 P precedes A,nan,1 Postpositions,4 In both plosives and fricatives,1 Unrelated,1 Benefactive object; both bases,1 No case marking,3 Both,3 No velar nasal,1 Numeral-Noun,nan,nan,2 No person marking,1 Genitive-Noun,1 No N-M pronouns,1 Head marking,1 Balanced,1 Indirect-object construction,1 No gender,1 SV,nan,1 OV and Postpositions,nan,3 No overlap,5 No case,1 Identity,"2 /l/, no obstruent laterals",1 No grammatical evidentials,1 None reported,3 Coda consonant,15 OptDoubleNeg,nan,4 No possessive affixes,nan,2 Final subordinator word,1 Demonstrative-Noun,4 No past tense,2 Exceed,nan,1 No reciprocals,2 Purposive but no sequential,3 No inclusive/exclusive,1 No grammatical evidentials,1 'And' different from 'with',3 Unique periphrastic associative plural,11 Neg(Neg)V,2 Tense-aspect suffixes,nan,1 None,2 Non-reduction,5 No applicative construction,2 Nonverbal encoding,1 No m in second person singular,9 No case affixes or adpositional clitics,2 Negative particle,nan,1 Inflectional future exists,1 Maximal system,nan,5 Person-number stem + pronominal plural affix,nan,2 Generic-noun-based,4 No NegSOV,1 Exclusively concatenative,2 Moderately complex,2 Non-zero marking,2 Accusative,nan,"5 First/one-th, two-th, three-th",nan,2 OptDoubleNeg,1 Question particle,2 Symmetrical,1 Different,1 Identical,2 Non-reduction,1 Absent,3 A/Cat,5 'Have',1 None,nan,2 Absent,1 Productive full and partial reduplication,1 Head marking,3 No inclusive/exclusive,2 Plural suffix,2 Without marking,2 Final,6 SO[V-Neg],"3 Only human nouns, obligatory",2 No grammatical marking,1 SOV,nan,2 Not initial interrogative phrase,4 Special imperative + special negative,2 Inflectional optative absent,2 Balanced/deranked,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,13 (Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg,nan,8 Fixed stress (no weight-sensitivity),1 Neutral,5 Inconsistent or other,6 Highly differentiated,1 Identical,1 No m in first person singular,3 4-5 categories per word,nan,nan,1 None,2 No zero realization,nan
4,amx,Anamuxra,-4.66666666667,Anamuxra,Madang,Trans-New Guinea,US,nan,1 OV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3 Weakly suffixing,nan,2 [V-Neg],nan,nan,nan,nan,2 Noun-Adjective,nan,nan,nan,2 Neg[V-Neg],4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,18 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,17 SV & OV & Neg[V-Neg],nan,nan,nan,2 OV and NAdj,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14 ObligDoubleNeg,nan,1 Possessive prefixes,nan,nan,2 Noun-Demonstrative,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,nan,nan,nan,nan,nan,nan,nan,6 Double negation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Question particle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,nan,16 ObligDoubleNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Subject affixes on verb,nan,nan,nan,nan
5,any,Anywa,8.0,Anywa,Nilotic,Eastern Sudanic,US,3 Three-way contrast,3 No dominant order,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,3 Immed preverbal,nan,2 Balanced/deranked,nan,nan,4 Equal prefixing and suffixing,nan,4 None,6 No dominant order,nan,nan,nan,2 Noun-Adjective,nan,5 No definite or indefinite article,nan,nan,4 None,nan,1 Balanced,nan,nan,nan,nan,5 Other,nan,nan,21 Other,nan,nan,nan,5 No definite or indefinite article,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5 Other,nan,nan,nan,nan,2 Prepositions,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,2 Noun-Genitive,nan,nan,1 Balanced,nan,nan,1 SV,nan,5 Other,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,4 Demonstrative suffix,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,nan,nan,3 Pronoun-retention,nan,nan,nan,9 No case affixes or adpositional clitics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Gap,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,nan,nan,nan,nan,7 No dominant order,nan,2 Not initial interrogative phrase,nan,nan,1 Balanced,nan,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,2 Different stem,nan,nan,2 Subject affixes on verb,nan,nan,nan,nan
6,ath,Athpare,27.0,Athpare,Mahakiranti,Sino-Tibetan,US,nan,1 OV,nan,nan,nan,2 Suffix&NoDoubleNeg,nan,2 Relative clause-Noun,nan,nan,nan,nan,nan,nan,nan,2 Strongly suffixing,nan,2 [V-Neg],nan,8 No SONegV,nan,"3 Formally similar, with interrogative",1 Adjective-Noun,nan,nan,nan,nan,4 None,1 Relative clause-Noun (RelN) dominant,nan,nan,nan,nan,nan,1 OV and RelN,nan,nan,20 MorphNeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Second singular and second plural,1 OV and AdjN,nan,nan,nan,nan,nan,nan,3 Related to remote demonstratives,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,1 Genitive-Noun,nan,nan,nan,nan,nan,1 SV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 [V-Neg],nan,1 Possessive prefixes,nan,2 Final subordinator word,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,nan,nan,nan,nan,nan,nan,1 Case suffixes,1 Negative affix,nan,nan,4 Neither type of system,nan,nan,nan,nan,4 No NegSOV,nan,nan,nan,nan,nan,nan,nan,4 No SNegOV,2 Interrogative verb morphology,nan,nan,nan,nan,3 Obligatory,nan,nan,nan,nan,nan,nan,nan,nan,2 Plural suffix,nan,6 No question particle,6 SO[V-Neg],nan,nan,1 SOV,nan,2 Not initial interrogative phrase,1 Normal imperative + normal negative,nan,nan,nan,nan,nan,nan,nan,6 Internally-headed occurs as nondominant type,nan,nan,nan,2 Genitives and adjectives collapsed,nan,nan,nan,2 Subject affixes on verb,nan,nan,nan,nan
7,bar,Bari,5.0,Bari,Nilotic,Eastern Sudanic,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,3 Immed preverbal,nan,nan,nan,nan,5 Weakly prefixing,6 No gender distinctions,4 None,nan,nan,nan,nan,2 Noun-Adjective,nan,1 Definite word distinct from demonstrative,3 Other perfect,nan,4 None,nan,nan,nan,nan,nan,1 Identity,4 VO and NRel,2 Possible,nan,2 SNegVO,nan,nan,nan,2 Indefinite word same as 'one',nan,nan,nan,nan,nan,nan,nan,nan,nan,4 No SVONeg,nan,1 No person marking,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 VO and NAdj,nan,nan,1 A and P do not or do not both occur on the verb,nan,2 Prepositions,nan,nan,nan,nan,nan,nan,2 Noun-Numeral,nan,nan,2 No person marking,2 Noun-Genitive,nan,nan,nan,nan,nan,1 SV,nan,4 VO and Prepositions,7 No SVNegO,nan,nan,nan,nan,nan,nan,nan,1 NegV,1 Word&NoDoubleNeg,nan,nan,1 Initial subordinator word,2 Noun-Demonstrative,"1 Present, no remoteness distinctions",2 Exceed,nan,nan,nan,nan,nan,2 'And' identical to 'with',nan,nan,5 No tense-aspect inflection,nan,nan,nan,nan,2 Nonverbal encoding,nan,9 No case affixes or adpositional clitics,2 Negative particle,2 SNegVO,1 Inflectional future exists,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Accusative,nan,nan,nan,nan,1 Question particle,nan,1 Different,nan,1 Relative pronoun,nan,nan,4 Conjunctional,nan,nan,1 Present,nan,nan,nan,2 Plural suffix,nan,nan,nan,nan,2 No grammatical marking,2 SVO,nan,2 Not initial interrogative phrase,nan,nan,nan,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 No zero realization,nan
8,bel,Belhare,26.9666666667,Belhare,Mahakiranti,Sino-Tibetan,US,2 Two-way contrast,1 OV,nan,nan,nan,nan,2 Absent,2 Relative clause-Noun,nan,nan,nan,nan,nan,nan,nan,3 Weakly suffixing,nan,2 [V-Neg],nan,nan,nan,"3 Formally similar, with interrogative",1 Adjective-Noun,nan,nan,nan,nan,4 None,1 Relative clause-Noun (RelN) dominant,nan,nan,nan,nan,nan,1 OV and RelN,nan,2 Affective meanings,19 OptDoubleNeg,1 No M-T pronouns,nan,nan,nan,1 No possessive classification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 monoexponential TAM,nan,1 Second singular and second plural,1 OV and AdjN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,1 Genitive-Noun,1 No N-M pronouns,3 Double marking,nan,3 Secondary-object construction,nan,1 SV,nan,nan,nan,nan,1 Monoexponential case,nan,nan,nan,1 None reported,nan,1 NegV,nan,2 Possessive suffixes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Associative same as additive plural,10 [V-Neg](Neg),2 Tense-aspect suffixes,nan,nan,nan,nan,nan,1 No m in second person singular,1 Case suffixes,1 Negative affix,nan,nan,nan,nan,nan,nan,nan,nan,1 Exclusively concatenative,nan,2 Non-zero marking,nan,nan,nan,nan,nan,1 Question particle,nan,nan,nan,nan,1 Absent,nan,nan,nan,nan,nan,nan,2 Dependent marking,nan,nan,2 Without marking,2 Final,6 SO[V-Neg],"6 All nouns, always obligatory",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13 (Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg,6 Internally-headed occurs as nondominant type,nan,nan,5 Inconsistent or other,6 Highly differentiated,nan,1 No m in first person singular,4 6-7 categories per word,2 Subject affixes on verb,nan,nan,nan,nan
9,bii,Biri,-20.5,Biri,Northern Pama-Nyungan,Pama-Nyungan,US,nan,2 VO,nan,nan,nan,nan,nan,1 Noun-Relative clause,nan,nan,nan,nan,nan,nan,nan,2 Strongly suffixing,nan,1 VNeg,nan,nan,nan,nan,2 Noun-Adjective,nan,nan,nan,nan,4 None,nan,nan,nan,nan,nan,nan,4 VO and NRel,nan,nan,21 Other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 NoDoubleNeg,nan,nan,1 NegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4 Second person number-neutral,4 VO and NAdj,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Numeral-Noun,nan,nan,nan,2 Noun-Genitive,nan,nan,nan,1 Indirect-object construction,nan,1 SV,nan,nan,1 Word&NoDoubleNeg,nan,nan,nan,nan,nan,nan,nan,6 Type 1 / Type 2,1 Word&NoDoubleNeg,4 No possessive affixes,nan,nan,1 Demonstrative-Noun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Tense-aspect suffixes,nan,nan,nan,nan,nan,nan,1 Case suffixes,2 Negative particle,13 More than one construction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6 Interrogative intonation only,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9 No plural,nan,6 No question particle,nan,"6 All nouns, always obligatory",nan,2 SVO,nan,2 Not initial interrogative phrase,3 Special imperative + normal negative,nan,nan,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,nan,15 SVONeg/SONegV,nan,nan,nan,nan,nan,nan,nan,nan,nan,2 Subject affixes on verb,nan,nan,nan,2 Inclusive and exclusive differentiated
