,wals_code,name,latitude,longitude,genus,family,countrycodes,Distance_Contrasts_in_Demonstratives,Order_of_Object_and_Verb,Presence_of_Uncommon_Consonants,Numeral_Bases,Nonperiphrastic_Causative_Constructions,SOVNeg_Order,Obligatory_Possessive_Inflection,Order_of_Relative_Clause_and_Noun,Tea,Productivity_of_the_Antipassive_Construction,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Distributive_Numerals,'When'_Clauses,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Epistemic_Possibility,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Gender_Distinctions_in_Independent_Personal_Pronouns,Postverbal_Negative_Morphemes,"Order_of_Object,_Oblique,_and_Verb",SONegV_Order,Glottalized_Consonants,Conjunctions_and_Universal_Quantifiers,Order_of_Adjective_and_Noun,Absence_of_Common_Consonants,Definite_Articles,The_Perfect,Obligatory_Double_Negation,Minor_morphological_means_of_signaling_negation,Prenominal_relative_clauses,Utterance_Complement_Clauses,Number_of_Cases,Order_of_Degree_Word_and_Adjective,Rhythm_Types,Comitatives_and_Instrumentals,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Zero_Copula_for_Predicate_Nominals,Para-Linguistic_Usages_of_Clicks,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",M-T_Pronouns,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Vowel_Quality_Inventories,Indefinite_Articles,Possessive_Classification,Antipassive_Constructions,Suppletion_According_to_Tense_and_Aspect,Number_of_Genders,Suppletion_in_Imperatives_and_Hortatives,Fixed_Stress_Locations,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Tone,Vowel_Nasalization,SVONeg_Order,'Want'_Complement_Subjects,Verbal_Person_Marking,Preverbal_Negative_Morphemes,Politeness_Distinctions_in_Pronouns,Red_and_Yellow,Negative_Indefinite_Pronouns_and_Predicate_Negation,Syncretism_in_Verbal_Person/Number_Marking,Action_Nominal_Constructions,Consonant_Inventories,Consonant-Vowel_Ratio,Sex-based_and_Non-sex-based_Gender_Systems,Obligatory_Double_Negation_in_SOV_languages,Exponence_of_Tense-Aspect-Mood_Inflection,Obligatory_Double_Negation_in_SVO_languages,The_Morphological_Imperative,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Situational_Possibility,Voicing_and_Gaps_in_Plosive_Systems,Order_of_Person_Markers_on_the_Verb,Number_of_Non-Derived_Basic_Colour_Categories,Order_of_Adposition_and_Noun_Phrase,Voicing_in_Plosives_and_Fricatives,Third_Person_Pronouns_and_Demonstratives,Applicative_Constructions,Case_Syncretism,Symmetric_and_Asymmetric_Standard_Negation,The_Velar_Nasal,Order_of_Numeral_and_Noun,Double_negation_in_verb-initial_languages,Number_of_Basic_Colour_Categories,Person_Marking_on_Adpositions,Order_of_Genitive_and_Noun,N-M_Pronouns,Locus_of_Marking_in_Possessive_Noun_Phrases,Reason_Clauses,Ditransitive_Constructions:_The_Verb_'Give',Systems_of_Gender_Assignment,Order_of_Subject_and_Verb,Green_and_Blue,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,SVNegO_Order,Overlap_between_Situational_and_Epistemic_Modal_Marking,Exponence_of_Selected_Inflectional_Formatives,Nominal_and_Verbal_Conjunction,Lateral_Consonants,Coding_of_Evidentiality,Number_of_Possessive_Nouns,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Order_of_Negative_Morpheme_and_Verb,SNegVO_Order,Position_of_Pronominal_Possessive_Affixes,Nasal_Vowels_in_West_Africa,Order_of_Adverbial_Subordinator_and_Clause,Order_of_Demonstrative_and_Noun,The_Past_Tense,Comparative_Constructions,Verb-Initial_with_Clause-Final_Negative,Reciprocal_Constructions,Periphrastic_Causative_Constructions,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Semantic_Distinctions_of_Evidentiality,Noun_Phrase_Conjunction,The_Associative_Plural,Optional_Double_Negation,Position_of_Tense-Aspect_Affixes,Hand_and_Arm,Verbal_Number_and_Suppletion,Relativization_on_Obliques,Other_Roles_of_Applied_Objects,Predicative_Adjectives,M_in_Second_Person_Singular,Position_of_Case_Affixes,Negative_Morphemes,The_Position_of_Negative_Morphemes_in_SVO_Languages,The_Future_Tense,Imperative-Hortative_Systems,Languages_with_different_word_order_in_negative_clauses,Plurality_in_Independent_Personal_Pronouns,Finger_and_Hand,Indefinite_Pronouns,NegSOV_Order,Fusion_of_Selected_Inflectional_Formatives,Syllable_Structure,Zero_Marking_of_A_and_P_Arguments,Alignment_of_Verbal_Person_Marking,Verb-Initial_with_Preverbal_Negative,Ordinal_Numerals,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,SNegOV_Order,Polar_Questions,Asymmetrical_Case-Marking,Nominal_and_Locational_Predication,Intensifiers_and_Reflexive_Pronouns,Relativization_on_Subjects,Numeral_Classifiers,Subtypes_of_Asymmetric_Standard_Negation,Predicative_Possession,Uvular_Consonants,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Passive_Constructions,Reduplication,Locus_of_Marking_in_the_Clause,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Coding_of_Nominal_Plurality,Adjectives_without_Nouns,Position_of_Polar_Question_Particles,The_Position_of_Negative_Morphemes_in_SOV_Languages,Occurrence_of_Nominal_Plurality,Perfective/Imperfective_Aspect,"Order_of_Subject,_Object_and_Verb",Multiple_Negative_Constructions_in_SOV_Languages,Position_of_Interrogative_Phrases_in_Content_Questions,The_Prohibitive,The_Optative,Purpose_Clauses,NegSVO_Order,Postnominal_relative_clauses,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,Multiple_Negative_Constructions_in_SVO_Languages,Optional_Double_Negation_in_SOV_languages,Internally-headed_relative_clauses,Weight-Sensitive_Stress,Alignment_of_Case_Marking_of_Pronouns,Locus_of_Marking:_Whole-language_Typology,"Genitives,_Adjectives_and_Relative_Clauses",Pronominal_and_Adnominal_Demonstratives,M_in_First_Person_Singular,Inflectional_Synthesis_of_the_Verb,Expression_of_Pronominal_Subjects,Optional_Double_Negation_in_SVO_languages,Front_Rounded_Vowels,Third_Person_Zero_of_Verbal_Person_Marking,Inclusive/Exclusive_Forms_in_Pama-Nyungan
0,abd,Abidji,5.66666666667,-4.58333333333,Kwa,Niger-Congo,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Red/yellow,,,,,,,,,,,,,,,2 3.5,,,,,,,,,,2 4.5-5.5,,,,,,,,,2 Green/blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,abe,Arabic (Beirut),33.9166666667,35.5,Semitic,Afro-Asiatic,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Trochaic,,,,,,,,,,,,,,,1 No fixed stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Long vowel or coda consonant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Right-oriented: One of the last three,,,,,,,,,,,
2,abi,Abipón,-29.0,-61.0,South Guaicuruan,Guaicuruan,AR,,2 VO,1 None,,2 Morphological but no compound,,,1 Noun-Relative clause,,,,,,1 Neutral,,2 Strongly suffixing,6 No gender distinctions,4 None,1 VOX,,1 No glottalized consonants,,3 No dominant order,1 All present,,4 No perfect,,4 None,,,1 No morphological case-marking,1 Degree word-Adjective,,,4 VO and NRel,,,21 Other,,,2 Average (5-6),,,,,,,,,,2 Contrast absent,4 No SVONeg,,5 Both the A and P arguments,1 NegV,,,,2 Syncretic,,2 Moderately small,3 Average,,,1 monoexponential TAM,,,5 Other,,1 Other,2 A precedes P,,2 Prepositions,1 No voicing contrast,,,1 No case marking,3 Both,3 No velar nasal,,,,2 No person marking,3 No dominant order,,,,,,1 SV,,4 VO and Prepositions,7 No SVNegO,,5 No case,,"2 /l/, no obstruent laterals",1 No grammatical evidentials,,,1 NegV,,3 Prefixes and suffixes,,1 Initial subordinator word,1 Demonstrative-Noun,4 No past tense,3 Conjoined,,,,2 'We' the same as 'I',1 No grammatical evidentials,,,,2 Tense-aspect suffixes,2 Different,,,,,,9 No case affixes or adpositional clitics,2 Negative particle,11 Other NegV,2 No inflectional future,,,4 Person-number stem,2 Different,,,1 Exclusively concatenative,3 Complex,,2 Accusative,,,,,,1 No case-marking,,,,,3 A/Cat,,4 Uvular stops and continuants,,2 Absent,,,3 No inclusive/exclusive,2 Plural suffix,,,,,2 No grammatical marking,2 SVO,,1 Initial interrogative phrase,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,1 Neutral,,,,,,,,1 None,3 Zero in some 3sg forms,
3,abk,Abkhaz,43.0833333333,41.0,Northwest Caucasian,Northwest Caucasian,GE,2 Two-way contrast,1 OV,4 Pharyngeals,2 Hybrid vigesimal-decimal,2 Morphological but no compound,2 Suffix&NoDoubleNeg,2 Absent,2 Relative clause-Noun,,4 no antipassive,,7 Marked by mixed or other strategies,3 Deranked,1 Neutral,1 Verbal constructions,4 Equal prefixing and suffixing,1 In 3rd person + 1st and/or 2nd person,2 [V-Neg],3 XOV,2 Prefix&NoDoubleNeg,2 Ejectives only,,2 Noun-Adjective,1 All present,1 Definite word distinct from demonstrative,3 Other perfect,,4 None,1 Relative clause-Noun (RelN) dominant,2 Balanced/deranked,2 2 cases,1 Degree word-Adjective,,2 Differentiation,1 OV and RelN,1 Impossible,,20 MorphNeg,1 No M-T pronouns,,1 Small (2-4),2 Indefinite word same as 'one',1 No possessive classification,3 No antipassive,1 Tense,3 Three,5 None (= no suppletive imperatives reported in the reference material),1 No fixed stress,,1 No tones,2 Contrast absent,,2 Subject is expressed overtly,5 Both the A and P arguments,2 [Neg-V],,,1 Predicate negation also present,3 Not syncretic,3 Ergative-Possessive,5 Large,5 High,2 Sex-based,,1 monoexponential TAM,,1 Second singular and second plural,2 OV and NAdj,2 Verbal constructions,2 None missing in /p t k b d g/,3 P precedes A,,1 Postpositions,4 In both plosives and fricatives,,4 Benefactive and other; only transitive,1 No case marking,3 Both,3 No velar nasal,3 No dominant order,,,4 Pronouns and nouns,1 Genitive-Noun,1 No N-M pronouns,1 Head marking,3 Deranked,1 Indirect-object construction,2 Semantic,1 SV,,1 OV and Postpositions,,2 Overlap for either possibility or necessity,5 No case,1 Identity,"2 /l/, no obstruent laterals",2 Verbal affix or clitic,1 None reported,6 Lexical stress,11 Type 3 / Type 4,,1 Possessive prefixes,,4 Subordinating suffix,1 Demonstrative-Noun,"1 Present, no remoteness distinctions",,,2 Distinct from reflexive,2 Purposive but no sequential,3 No inclusive/exclusive,2 Indirect only,1 'And' different from 'with',2 Unique affixal associative plural,,2 Tense-aspect suffixes,2 Different,1 None,4 Gap,1 Instrument,1 Verbal encoding,2 m in second person singular,9 No case affixes or adpositional clitics,1 Negative affix,,1 Inflectional future exists,4 Neither type of system,,4 Person-number stem,2 Different,3 Special,4 No NegSOV,1 Exclusively concatenative,3 Complex,2 Non-zero marking,3 Ergative,,"5 First/one-th, two-th, three-th",,4 No SNegOV,2 Interrogative verb morphology,2 Symmetrical,1 Different,2 Differentiated,4 Gap,1 Absent,3 A/Cat,5 'Have',2 Uvular stops only,,2 Absent,1 Productive full and partial reduplication,1 Head marking,5 Inclusive/exclusive,2 Plural suffix,2 Without marking,6 No question particle,15 More than one construction,"6 All nouns, always obligatory",1 Grammatical marking,1 SOV,6 SO[Neg-V]/SO[V-Neg],2 Not initial interrogative phrase,3 Special imperative + normal negative,1 Inflectional optative present,2 Balanced/deranked,,,,,,,7 Not predictable,1 Neutral,1 Head-marking,6 Highly differentiated,1 Identical,1 No m in first person singular,6 10-11 categories per word,2 Subject affixes on verb,,1 None,2 No zero realization,
4,abm,Alabama,32.3333333333,-87.4166666667,Muskogean,Muskogean,US,,,1 None,1 Decimal,,,,,3 Others,,,,,,,,,,,,1 No glottalized consonants,,,1 All present,,,,,,,,,,,,2 Possible,,,,,1 Small (2-4),,,,,,,,,,,,,,,,,,,,1 Small,4 Moderately high,,,,,,,,1 Other,,,,2 In plosives alone,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,,4 /l/ and lateral obstruent,2 Verbal affix or clitic,,,,,,,,,,,,,,,2 Indirect only,1 'And' different from 'with',,,,2 Different,,,,1 Verbal encoding,,,,,,,,,2 Different,1 Interrogative-based,,,,,,,,,,,,1 Different,,,,,1 Locational,1 None,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 None,,
5,abu,Abun,-0.5,132.5,North-Central Bird's Head,West Papuan,ID,,2 VO,,1 Decimal,,,,1 Noun-Relative clause,,,,,1 Balanced,,,1 Little affixation,3 3rd person singular only,1 VNeg,1 VOX,,,"2 Formally similar, without interrogative",2 Noun-Adjective,,2 Demonstrative word used as definite article,,1 NegVNeg,4 None,,1 Balanced,,2 Adjective-Degree word,,,4 VO and NRel,,,18 ObligDoubleNeg,,,,1 Indefinite word distinct from 'one',,,,,,,,,,3 OnlyWithAnotherNeg,2 Subject is expressed overtly,1 No person marking,1 NegV,1 No politeness distinction,,1 Predicate negation also present,,,,,,,,1 SNegVONeg,5 No second-person imperatives,4 VO and NAdj,,,1 A and P do not or do not both occur on the verb,,2 Prepositions,,,,,,,2 Noun-Numeral,,,2 No person marking,1 Genitive-Noun,,,1 Balanced,1 Indirect-object construction,,1 SV,,4 VO and Prepositions,7 No SVNegO,,,1 Identity,,,,,14 ObligDoubleNeg,5 Word&OnlyWithAnotherNeg,,,5 Mixed,2 Noun-Demonstrative,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,9 No case affixes or adpositional clitics,6 Double negation,14 ObligNeg,,,,,,2 Generic-noun-based,,,,,1 Neutral,,,,,1 Question particle,,,,,3 Obligatory,,,,,2 Absent,,,,9 No plural,,2 Final,,1 No nominal plural,,2 SVO,,2 Not initial interrogative phrase,,,3 Deranked,4 No NegSVO,1 Noun-Relative clause (NRel) dominant,,,,,,,,6 Highly differentiated,,,,1 Obligatory pronouns in subject position,,,1 No person marking,
6,abv,Abui,-8.25,124.666666667,Greater Alor,Timor-Alor-Pantar,ID,,1 OV,,,,1 Word&NoDoubleNeg,,1 Noun-Relative clause,,,4 Immed postverbal,,,,,4 Equal prefixing and suffixing,,1 VNeg,,8 No SONegV,,,2 Noun-Adjective,,,,,4 None,,,,,,,2 OV and NRel,,,8 SOVNeg,,,,,,,,,,,,,,,,,4 None,,,,,,,,,,,,,2 OV and NAdj,,,,,5 No adpositions,,,,,,,2 Noun-Numeral,,,,1 Genitive-Noun,,,,,,1 SV,,,,,,,,,,,2 VNeg,,1 Possessive prefixes,,,1 Demonstrative-Noun,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,9 No case affixes or adpositional clitics,3 Negative auxiliary verb,,,,,,,,4 No NegSOV,,,,,,,,4 No SNegOV,,,,,,,,,,,,,,,7 Plural word,,,4 SOVNeg,,,1 SOV,,2 Not initial interrogative phrase,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,4 Subject pronouns in different position,,,,
7,abz,Abaza,44.0,42.0,Northwest Caucasian,Northwest Caucasian,RU,,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Impossible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Benefactive and other; both bases,,,3 No velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Instrument and locative,1 Verbal encoding,,,,,,,,,,,,,,,,,,,,,,1 Different,,,,,,,,,,,,,,,,,,,,,,1 Inflectional optative present,,,,,,,,,,,,,,,,,,,
8,ace,Acehnese,5.5,95.5,Malayo-Sumbawan,Austronesian,ID,3 Three-way contrast,3 No dominant order,,,2 Morphological but no compound,,,1 Noun-Relative clause,2 Words derived from Min Nan Chinese te,,,,1 Balanced,,1 Verbal constructions,1 Little affixation,6 No gender distinctions,4 None,6 No dominant order,,,,2 Noun-Adjective,,5 No definite or indefinite article,,,4 None,,1 Balanced,,3 No dominant order,1 Trochaic,,5 Other,2 Possible,,,1 No M-T pronouns,,,5 No definite or indefinite article,,,,,,7 Ultimate,,,,,1 Subject is left implicit,5 Both the A and P arguments,1 NegV,,,1 Predicate negation also present,,,,,,,,,5 No second-person imperatives,5 Other,2 Verbal constructions,,2 A precedes P,,2 Prepositions,,,,,,,1 Numeral-Noun,,,2 No person marking,2 Noun-Genitive,1 No N-M pronouns,1 Head marking,1 Balanced,4 Mixed,,3 No dominant order,,5 Other,,2 Overlap for either possibility or necessity,,1 Identity,,,,5 Prominence,1 NegV,,4 No possessive affixes,,1 Initial subordinator word,2 Noun-Demonstrative,,,,,,,,2 'And' identical to 'with',,,5 No tense-aspect inflection,,,4 Gap,,1 Verbal encoding,1 No m in second person singular,9 No case affixes or adpositional clitics,,,,,,,,1 Interrogative-based,,,,2 Non-zero marking,4 Active,,,,,1 Question particle,,1 Different,,4 Gap,,,3 Topic,,,2 Absent,,1 Head marking,,9 No plural,,5 In either of two positions,,1 No nominal plural,,7 No dominant order,,3 Mixed,2 Normal imperative + special negative,,1 Balanced,,1 Noun-Relative clause (NRel) dominant,,,,,8 Fixed stress (no weight-sensitivity),,1 Head-marking,,1 Identical,1 No m in first person singular,,,,,5 Zero in all 3rd person forms,
9,ach,Aché,-25.25,-55.1666666667,Tupi-Guaraní,Tupian,PY,,,1 None,,,,,,,,,,,,,,,,,,1 No glottalized consonants,,,1 All present,,,,,,,,,,,,,,,,,2 Average (5-6),,,,,,,,,,,,,,,,,,,,1 Small,2 Moderately low,,,,,,,,1 Other,,,,1 No voicing contrast,,,,,,,,,,,,,,,,,,,,,,,"3 Laterals, but no /l/, no obstruent laterals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Simple,,,,,,,,,,,,,,,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 None,,
